index,cultivable,predicted_class,conf
7012,1,cultivable,0.981
10774,1,cultivable,0.950
1970,0,non-cultivable,0.844
5365,1,cultivable,0.977
9913,1,cultivable,0.937
8955,1,cultivable,0.998
5115,1,cultivable,1.000
11851,1,cultivable,0.952
212,0,non-cultivable,0.553
3064,1,cultivable,0.998
5571,1,cultivable,0.999
1624,1,cultivable,0.671
12312,1,cultivable,0.995
7310,1,cultivable,0.811
8628,1,cultivable,0.977
10096,0,non-cultivable,0.993
9041,0,non-cultivable,0.999
1929,0,non-cultivable,0.783
4518,1,cultivable,0.977
8386,0,non-cultivable,0.923
9030,1,cultivable,0.802
5297,1,cultivable,0.861
8936,0,non-cultivable,0.510
7752,0,non-cultivable,0.975
10485,0,non-cultivable,1.000
11970,1,cultivable,0.942
9930,0,non-cultivable,0.996
4581,1,cultivable,0.991
5782,1,cultivable,0.950
2672,1,cultivable,0.998
10840,1,cultivable,0.630
1324,1,cultivable,0.946
2619,1,cultivable,0.709
7487,1,cultivable,0.988
3508,1,cultivable,0.522
10329,1,cultivable,0.655
5688,1,cultivable,1.000
9019,1,cultivable,0.966
12303,1,cultivable,0.951
12874,1,cultivable,0.956
12354,1,cultivable,0.970
2048,0,non-cultivable,0.984
3101,0,non-cultivable,1.000
12276,1,cultivable,0.950
6187,0,non-cultivable,0.765
10732,0,non-cultivable,0.740
8349,1,cultivable,0.793
2440,0,non-cultivable,0.997
4208,0,non-cultivable,0.991
9175,1,cultivable,0.999
9433,1,cultivable,0.950
392,1,cultivable,0.757
3173,1,cultivable,0.588
10508,1,cultivable,0.504
5779,1,cultivable,0.950
8291,1,cultivable,0.535
1444,0,non-cultivable,0.999
2409,1,cultivable,0.918
7645,1,cultivable,0.999
9144,1,cultivable,0.867
10564,1,cultivable,0.950
6977,1,cultivable,0.932
8097,0,non-cultivable,0.548
12936,1,cultivable,0.963
2869,0,non-cultivable,0.883
3484,0,non-cultivable,0.984
7542,1,cultivable,0.996
8923,1,cultivable,0.975
913,1,cultivable,0.643
3651,0,non-cultivable,0.578
8972,1,cultivable,0.994
781,1,cultivable,0.684
7650,1,cultivable,0.950
6152,0,non-cultivable,0.646
6456,1,cultivable,0.999
6046,0,non-cultivable,0.979
4510,0,non-cultivable,0.628
5580,1,cultivable,0.995
1911,0,non-cultivable,0.546
8378,1,cultivable,0.812
10093,1,cultivable,0.527
9416,1,cultivable,0.999
5977,1,cultivable,1.000
10164,1,cultivable,0.950
10524,1,cultivable,0.755
5507,1,cultivable,0.906
5633,1,cultivable,0.950
9956,0,non-cultivable,0.998
1996,1,cultivable,0.512
3855,1,cultivable,0.999
6027,0,non-cultivable,0.796
4613,0,non-cultivable,0.966
8940,1,cultivable,0.998
7579,0,non-cultivable,0.930
492,0,non-cultivable,0.969
5858,0,non-cultivable,0.973
10957,1,cultivable,0.961
7346,0,non-cultivable,0.846
4704,1,cultivable,1.000
2061,0,non-cultivable,1.000
1492,0,non-cultivable,0.987
11473,1,cultivable,0.952
7873,0,non-cultivable,1.000
6014,1,cultivable,0.995
10379,0,non-cultivable,0.972
8568,0,non-cultivable,1.000
6343,1,cultivable,0.801
3937,1,cultivable,0.999
4812,1,cultivable,0.991
5133,1,cultivable,0.997
6919,1,cultivable,0.502
11886,1,cultivable,0.982
3865,0,non-cultivable,0.756
9600,1,cultivable,0.706
10513,1,cultivable,0.602
8429,0,non-cultivable,0.990
6491,1,cultivable,0.857
10019,1,cultivable,0.951
6827,0,non-cultivable,0.552
10959,1,cultivable,0.987
8588,0,non-cultivable,0.873
7014,1,cultivable,0.978
81,0,non-cultivable,0.779
8644,0,non-cultivable,0.680
11870,1,cultivable,0.930
11247,1,cultivable,0.950
12389,1,cultivable,0.950
8217,1,cultivable,0.507
394,1,cultivable,0.931
146,0,non-cultivable,0.994
7961,1,cultivable,0.803
11244,1,cultivable,0.950
5148,1,cultivable,0.999
11399,1,cultivable,0.950
11299,0,non-cultivable,0.641
4296,1,cultivable,0.999
4991,1,cultivable,0.999
1322,1,cultivable,0.535
18,1,cultivable,0.911
11133,1,cultivable,0.897
12890,1,cultivable,0.978
1205,1,cultivable,0.691
12123,1,cultivable,0.990
2654,1,cultivable,0.914
11293,0,non-cultivable,0.992
2904,1,cultivable,0.952
542,0,non-cultivable,0.916
6893,1,cultivable,0.593
2871,0,non-cultivable,0.994
8304,1,cultivable,0.954
8796,1,cultivable,0.998
9985,1,cultivable,0.853
5572,1,cultivable,1.000
3660,0,non-cultivable,0.579
9456,1,cultivable,0.957
10620,0,non-cultivable,0.998
7532,0,non-cultivable,0.995
10249,0,non-cultivable,0.552
5696,1,cultivable,0.997
6705,0,non-cultivable,0.999
3349,0,non-cultivable,1.000
8418,0,non-cultivable,0.999
5612,0,non-cultivable,0.906
7047,0,non-cultivable,0.994
10714,0,non-cultivable,0.534
46,1,cultivable,0.959
1516,1,cultivable,0.994
9087,1,cultivable,0.889
309,0,non-cultivable,0.726
6743,1,cultivable,0.728
4289,1,cultivable,1.000
2329,1,cultivable,0.606
6572,1,cultivable,0.851
6002,1,cultivable,0.934
1258,1,cultivable,1.000
6764,1,cultivable,0.954
3616,1,cultivable,0.713
11697,1,cultivable,0.998
5262,1,cultivable,0.999
6043,0,non-cultivable,0.995
830,1,cultivable,0.530
9590,1,cultivable,0.988
11830,1,cultivable,0.981
10282,1,cultivable,0.906
9829,0,non-cultivable,0.976
4227,0,non-cultivable,1.000
3808,1,cultivable,0.997
6748,1,cultivable,0.751
12558,1,cultivable,0.985
10259,1,cultivable,0.588
5971,1,cultivable,0.585
12635,1,cultivable,0.951
3931,1,cultivable,0.960
12784,1,cultivable,0.950
3818,1,cultivable,0.989
11706,1,cultivable,0.989
10138,1,cultivable,0.975
6873,0,non-cultivable,0.980
3941,1,cultivable,0.646
3947,1,cultivable,0.977
8667,1,cultivable,1.000
2695,0,non-cultivable,0.881
1840,0,non-cultivable,0.961
2082,0,non-cultivable,0.995
2665,1,cultivable,0.977
10964,1,cultivable,0.995
4522,1,cultivable,0.950
8905,0,non-cultivable,0.999
7352,0,non-cultivable,0.972
1632,1,cultivable,0.962
2433,0,non-cultivable,0.999
806,1,cultivable,0.938
4906,0,non-cultivable,0.997
12613,1,cultivable,0.991
10887,1,cultivable,0.989
7691,0,non-cultivable,1.000
11787,1,cultivable,0.950
5354,1,cultivable,0.950
12460,1,cultivable,0.981
10060,1,cultivable,0.897
11891,1,cultivable,0.998
1878,1,cultivable,0.682
8775,1,cultivable,0.683
6751,0,non-cultivable,0.516
6219,0,non-cultivable,1.000
3475,0,non-cultivable,0.934
11082,1,cultivable,0.992
5917,0,non-cultivable,0.867
2113,1,cultivable,0.720
2923,1,cultivable,0.831
4727,1,cultivable,0.997
2364,1,cultivable,0.970
4199,0,non-cultivable,0.634
133,0,non-cultivable,0.985
9850,1,cultivable,0.813
6850,1,cultivable,0.521
11274,0,non-cultivable,0.694
175,0,non-cultivable,0.984
2622,1,cultivable,0.987
10046,1,cultivable,0.884
11480,1,cultivable,0.950
5308,0,non-cultivable,0.999
5967,1,cultivable,0.978
9911,1,cultivable,0.957
92,1,cultivable,0.644
7666,1,cultivable,0.999
10323,1,cultivable,0.956
2689,0,non-cultivable,0.700
7437,1,cultivable,0.675
1417,1,cultivable,0.882
6697,0,non-cultivable,1.000
8273,0,non-cultivable,0.929
1408,1,cultivable,0.977
9558,1,cultivable,0.997
2104,1,cultivable,0.687
7216,0,non-cultivable,0.964
10027,1,cultivable,0.950
6715,0,non-cultivable,1.000
6445,1,cultivable,0.633
11360,0,non-cultivable,0.954
4555,1,cultivable,0.989
2108,1,cultivable,0.670
1775,1,cultivable,0.804
8015,1,cultivable,0.928
1073,0,non-cultivable,0.942
11805,1,cultivable,0.803
9751,0,non-cultivable,0.552
8452,1,cultivable,0.711
4249,0,non-cultivable,0.586
10242,0,non-cultivable,0.999
7066,0,non-cultivable,0.701
4048,1,cultivable,1.000
12689,1,cultivable,0.950
12331,1,cultivable,0.950
1335,0,non-cultivable,0.995
6855,0,non-cultivable,0.991
7247,0,non-cultivable,0.752
10680,1,cultivable,0.939
11855,1,cultivable,0.950
3750,0,non-cultivable,0.902
3518,0,non-cultivable,0.776
5417,1,cultivable,0.661
12007,1,cultivable,0.997
10761,1,cultivable,0.989
4667,1,cultivable,0.950
7999,1,cultivable,0.999
2116,1,cultivable,0.818
4431,1,cultivable,0.997
9473,1,cultivable,0.538
7763,0,non-cultivable,0.675
12536,1,cultivable,0.951
5367,1,cultivable,0.874
8164,1,cultivable,0.826
10000,1,cultivable,0.653
9420,1,cultivable,0.987
2530,1,cultivable,0.993
2919,1,cultivable,0.796
9523,0,non-cultivable,0.705
8771,1,cultivable,0.783
846,1,cultivable,0.706
8189,1,cultivable,0.990
8969,1,cultivable,0.688
4666,1,cultivable,0.950
11827,1,cultivable,0.998
11939,1,cultivable,0.867
440,1,cultivable,0.527
3526,1,cultivable,0.948
5147,1,cultivable,0.999
6140,1,cultivable,1.000
10922,0,non-cultivable,0.999
5304,0,non-cultivable,1.000
2493,1,cultivable,0.785
4908,0,non-cultivable,1.000
12575,1,cultivable,0.952
1778,1,cultivable,0.817
2870,0,non-cultivable,0.983
8223,1,cultivable,0.816
11228,1,cultivable,0.994
5213,1,cultivable,0.950
4964,1,cultivable,0.981
7202,0,non-cultivable,0.778
1794,0,non-cultivable,0.719
12238,1,cultivable,0.983
12054,1,cultivable,0.950
4927,1,cultivable,0.950
8941,1,cultivable,0.999
8292,1,cultivable,0.519
4978,1,cultivable,0.995
12395,1,cultivable,0.950
9720,0,non-cultivable,0.638
257,0,non-cultivable,0.713
1377,0,non-cultivable,0.992
12650,1,cultivable,0.997
8976,1,cultivable,0.967
9750,0,non-cultivable,0.607
287,0,non-cultivable,0.964
9485,1,cultivable,0.820
2667,1,cultivable,0.995
6912,1,cultivable,0.571
3357,0,non-cultivable,0.812
1479,1,cultivable,0.975
766,0,non-cultivable,0.676
3641,1,cultivable,0.985
3842,0,non-cultivable,0.994
1539,1,cultivable,0.831
5154,0,non-cultivable,0.782
1447,0,non-cultivable,0.993
11527,0,non-cultivable,0.553
4446,1,cultivable,0.956
2410,1,cultivable,0.884
7833,1,cultivable,0.988
7630,1,cultivable,0.713
6993,0,non-cultivable,1.000
964,0,non-cultivable,0.796
11573,0,non-cultivable,0.718
8503,0,non-cultivable,0.998
9842,1,cultivable,0.988
11664,1,cultivable,0.594
835,1,cultivable,0.936
4864,1,cultivable,1.000
1031,1,cultivable,0.902
141,0,non-cultivable,0.968
10677,1,cultivable,0.992
4145,1,cultivable,0.950
10147,1,cultivable,0.968
6001,1,cultivable,0.923
3077,1,cultivable,0.955
9189,0,non-cultivable,0.899
6022,1,cultivable,0.885
4529,1,cultivable,0.746
2888,1,cultivable,0.930
11661,1,cultivable,0.933
8777,1,cultivable,0.629
7847,1,cultivable,0.976
6890,0,non-cultivable,1.000
12719,1,cultivable,0.950
5730,1,cultivable,0.941
7580,0,non-cultivable,0.999
3325,1,cultivable,0.973
11599,1,cultivable,0.841
3504,0,non-cultivable,0.911
4067,1,cultivable,0.951
12751,1,cultivable,0.950
6325,1,cultivable,0.695
6990,0,non-cultivable,1.000
544,0,non-cultivable,0.966
5658,1,cultivable,0.680
10135,1,cultivable,0.995
6457,1,cultivable,0.971
7454,1,cultivable,0.840
2459,0,non-cultivable,0.714
9971,0,non-cultivable,0.520
1303,1,cultivable,0.757
12827,1,cultivable,0.951
11730,1,cultivable,0.978
10410,1,cultivable,0.705
5537,1,cultivable,1.000
10203,1,cultivable,0.914
3748,0,non-cultivable,0.807
6033,0,non-cultivable,0.736
8125,0,non-cultivable,0.723
12655,1,cultivable,0.950
4680,0,non-cultivable,0.771
7849,1,cultivable,0.971
10283,1,cultivable,0.794
6298,1,cultivable,0.725
3814,1,cultivable,0.903
2006,1,cultivable,0.674
3094,0,non-cultivable,0.802
6552,1,cultivable,0.960
12384,1,cultivable,0.950
6427,1,cultivable,0.505
10146,1,cultivable,0.784
9809,0,non-cultivable,0.988
5156,1,cultivable,0.930
7936,1,cultivable,0.569
5570,1,cultivable,1.000
639,0,non-cultivable,0.948
6749,1,cultivable,0.997
5697,1,cultivable,0.999
11726,1,cultivable,0.879
404,0,non-cultivable,0.767
6854,1,cultivable,0.971
11550,1,cultivable,0.950
7577,0,non-cultivable,0.999
10927,0,non-cultivable,0.879
8759,1,cultivable,0.862
11701,1,cultivable,0.991
7040,0,non-cultivable,0.990
6883,0,non-cultivable,1.000
7660,1,cultivable,0.982
11715,0,non-cultivable,0.748
7509,0,non-cultivable,0.752
3354,0,non-cultivable,0.974
9463,1,cultivable,0.902
4915,0,non-cultivable,0.937
1837,1,cultivable,0.724
11173,1,cultivable,0.999
12440,1,cultivable,0.950
9634,1,cultivable,0.611
7783,1,cultivable,0.591
5810,0,non-cultivable,0.602
11279,0,non-cultivable,1.000
11589,1,cultivable,0.863
4276,1,cultivable,0.988
12042,1,cultivable,0.950
1907,1,cultivable,0.996
5855,1,cultivable,0.923
1749,1,cultivable,0.987
878,0,non-cultivable,0.527
4230,0,non-cultivable,1.000
6602,1,cultivable,0.518
10424,1,cultivable,0.969
6718,0,non-cultivable,0.994
2964,0,non-cultivable,0.880
6775,0,non-cultivable,0.748
12033,1,cultivable,0.927
2121,1,cultivable,0.899
12084,1,cultivable,0.999
2581,0,non-cultivable,0.999
4201,0,non-cultivable,0.986
6566,1,cultivable,0.709
3071,1,cultivable,0.999
12436,1,cultivable,0.950
109,0,non-cultivable,0.904
5314,1,cultivable,0.606
1325,1,cultivable,0.905
11887,1,cultivable,0.986
2832,0,non-cultivable,0.983
12590,1,cultivable,0.954
11033,1,cultivable,0.748
326,0,non-cultivable,0.995
4453,1,cultivable,0.999
2627,0,non-cultivable,0.539
11261,1,cultivable,0.890
10817,0,non-cultivable,1.000
9980,1,cultivable,0.945
5099,1,cultivable,0.590
3329,1,cultivable,0.997
4759,0,non-cultivable,0.980
638,0,non-cultivable,0.965
1745,1,cultivable,0.906
6416,1,cultivable,0.918
5638,1,cultivable,0.961
662,0,non-cultivable,0.830
11769,1,cultivable,0.995
467,1,cultivable,0.923
2940,1,cultivable,0.992
9430,1,cultivable,0.950
9006,1,cultivable,0.982
9324,1,cultivable,0.951
1190,0,non-cultivable,0.984
2476,1,cultivable,0.820
9868,1,cultivable,0.760
11682,1,cultivable,0.996
10756,1,cultivable,0.793
5185,0,non-cultivable,0.873
7470,1,cultivable,0.985
7994,1,cultivable,0.998
3305,1,cultivable,0.906
11011,0,non-cultivable,1.000
1016,1,cultivable,0.951
10354,0,non-cultivable,0.934
4895,0,non-cultivable,1.000
11605,1,cultivable,0.962
318,0,non-cultivable,0.968
5229,1,cultivable,0.799
12189,1,cultivable,1.000
8316,1,cultivable,0.999
11848,0,non-cultivable,0.658
9632,0,non-cultivable,0.942
12080,1,cultivable,0.952
11239,1,cultivable,0.950
9867,0,non-cultivable,0.584
4568,1,cultivable,0.998
7369,0,non-cultivable,0.678
2463,0,non-cultivable,0.987
1679,0,non-cultivable,0.904
12661,1,cultivable,0.968
4572,1,cultivable,1.000
5859,0,non-cultivable,0.684
7101,1,cultivable,0.610
11879,1,cultivable,0.950
7914,0,non-cultivable,0.919
6587,0,non-cultivable,0.604
4816,0,non-cultivable,0.817
3154,1,cultivable,0.954
12593,1,cultivable,0.994
7027,1,cultivable,0.818
7442,1,cultivable,0.705
7265,0,non-cultivable,0.603
2663,1,cultivable,1.000
4795,1,cultivable,0.950
323,0,non-cultivable,0.982
10309,1,cultivable,0.951
3550,1,cultivable,1.000
4282,0,non-cultivable,0.592
8846,0,non-cultivable,0.945
6781,1,cultivable,0.976
10057,0,non-cultivable,0.998
2765,1,cultivable,0.950
6646,1,cultivable,0.908
3274,0,non-cultivable,0.608
5516,0,non-cultivable,0.561
12350,1,cultivable,0.975
10683,1,cultivable,0.990
10854,1,cultivable,0.991
7254,0,non-cultivable,1.000
3444,1,cultivable,0.991
9240,1,cultivable,0.816
12909,1,cultivable,0.951
3899,1,cultivable,0.693
8991,1,cultivable,0.880
12473,1,cultivable,0.950
7878,1,cultivable,0.500
6003,1,cultivable,0.943
4525,1,cultivable,0.950
7121,1,cultivable,0.958
9064,0,non-cultivable,1.000
2,1,cultivable,0.794
11470,1,cultivable,0.998
12620,1,cultivable,0.999
531,1,cultivable,0.935
5725,0,non-cultivable,0.879
4462,1,cultivable,0.966
1220,1,cultivable,0.837
8869,1,cultivable,0.804
1676,0,non-cultivable,0.980
4916,1,cultivable,0.541
9097,1,cultivable,0.998
7305,1,cultivable,0.929
1290,0,non-cultivable,0.550
5506,1,cultivable,0.957
10214,0,non-cultivable,0.899
9532,1,cultivable,0.945
1379,0,non-cultivable,0.953
637,0,non-cultivable,0.920
3202,1,cultivable,0.912
6364,0,non-cultivable,0.996
9022,0,non-cultivable,0.644
231,0,non-cultivable,0.513
589,0,non-cultivable,0.974
5289,1,cultivable,1.000
131,1,cultivable,0.982
6670,1,cultivable,0.633
2829,1,cultivable,0.586
8269,0,non-cultivable,0.961
12362,1,cultivable,0.996
2274,1,cultivable,0.858
12091,1,cultivable,0.991
12813,1,cultivable,0.998
9556,1,cultivable,0.958
9574,1,cultivable,0.553
4317,1,cultivable,0.887
8162,0,non-cultivable,0.938
12107,1,cultivable,0.950
983,1,cultivable,0.859
153,1,cultivable,0.641
1167,1,cultivable,0.917
5479,0,non-cultivable,0.987
7886,1,cultivable,0.961
5592,0,non-cultivable,0.975
3005,0,non-cultivable,0.996
5645,1,cultivable,0.974
9865,1,cultivable,0.954
9784,0,non-cultivable,0.985
5034,0,non-cultivable,0.999
3370,1,cultivable,0.881
2918,1,cultivable,0.956
340,1,cultivable,0.882
6091,1,cultivable,0.769
3927,0,non-cultivable,0.702
2127,1,cultivable,0.712
9190,1,cultivable,0.659
6690,0,non-cultivable,1.000
11524,1,cultivable,0.599
4713,1,cultivable,0.954
5129,0,non-cultivable,0.911
6802,1,cultivable,0.973
5519,1,cultivable,0.571
12180,1,cultivable,0.950
5502,1,cultivable,0.950
6380,1,cultivable,0.847
6673,1,cultivable,0.775
1686,1,cultivable,0.739
3478,0,non-cultivable,0.890
4811,1,cultivable,0.988
10272,0,non-cultivable,0.630
1677,1,cultivable,0.700
1156,0,non-cultivable,0.967
4004,1,cultivable,0.990
3185,1,cultivable,1.000
9902,1,cultivable,0.853
4212,0,non-cultivable,1.000
11754,1,cultivable,0.996
8279,1,cultivable,0.567
2872,0,non-cultivable,0.668
9900,0,non-cultivable,0.509
7943,0,non-cultivable,0.790
5873,0,non-cultivable,0.908
10782,1,cultivable,0.997
8845,0,non-cultivable,0.707
11984,1,cultivable,0.950
2384,1,cultivable,0.564
2157,0,non-cultivable,0.987
10131,1,cultivable,0.973
958,1,cultivable,0.563
3024,1,cultivable,0.641
529,1,cultivable,0.856
753,0,non-cultivable,0.569
812,0,non-cultivable,0.534
12537,1,cultivable,0.950
9739,1,cultivable,0.994
6147,1,cultivable,0.999
5945,1,cultivable,0.652
1623,1,cultivable,0.794
11303,1,cultivable,0.742
4442,1,cultivable,0.999
3205,1,cultivable,0.990
3768,1,cultivable,0.950
6975,1,cultivable,0.983
7341,0,non-cultivable,0.996
8602,1,cultivable,0.737
12923,1,cultivable,0.951
4036,1,cultivable,1.000
5994,1,cultivable,1.000
1642,1,cultivable,0.601
7175,1,cultivable,0.971
7558,0,non-cultivable,0.996
476,1,cultivable,0.571
2996,0,non-cultivable,0.940
4112,1,cultivable,0.987
2875,0,non-cultivable,0.638
2701,0,non-cultivable,0.998
2991,1,cultivable,0.937
10033,1,cultivable,0.950
8134,1,cultivable,0.731
3287,1,cultivable,0.950
1755,1,cultivable,0.876
547,0,non-cultivable,0.938
6215,0,non-cultivable,1.000
8177,1,cultivable,0.939
6925,1,cultivable,0.543
10555,1,cultivable,0.950
9984,1,cultivable,0.660
297,1,cultivable,0.707
11761,1,cultivable,0.996
10456,1,cultivable,0.975
11569,0,non-cultivable,0.636
8653,1,cultivable,0.803
152,1,cultivable,0.987
12063,1,cultivable,0.998
4773,1,cultivable,0.999
12777,1,cultivable,0.950
1251,1,cultivable,0.999
4204,0,non-cultivable,0.974
3873,1,cultivable,0.955
5269,1,cultivable,0.983
116,0,non-cultivable,0.996
8633,1,cultivable,0.989
11200,0,non-cultivable,0.996
3800,1,cultivable,1.000
3582,1,cultivable,0.893
6769,1,cultivable,0.703
6707,0,non-cultivable,1.000
2917,1,cultivable,0.818
8154,1,cultivable,0.998
8661,1,cultivable,0.657
11156,1,cultivable,0.950
1019,1,cultivable,0.941
11259,1,cultivable,0.947
3897,1,cultivable,0.948
400,0,non-cultivable,0.768
719,1,cultivable,0.737
5419,1,cultivable,0.978
9360,0,non-cultivable,1.000
897,1,cultivable,0.635
11790,1,cultivable,0.950
8413,0,non-cultivable,1.000
7238,0,non-cultivable,1.000
5371,1,cultivable,0.657
10078,0,non-cultivable,0.996
305,1,cultivable,0.619
9033,1,cultivable,0.721
11391,1,cultivable,0.998
4357,0,non-cultivable,1.000
10420,1,cultivable,0.950
7939,0,non-cultivable,0.693
9765,1,cultivable,0.908
867,1,cultivable,0.880
711,1,cultivable,0.861
12919,1,cultivable,0.954
6818,0,non-cultivable,0.998
4506,1,cultivable,0.996
12506,1,cultivable,0.950
4974,1,cultivable,1.000
3838,0,non-cultivable,0.982
3008,0,non-cultivable,0.733
12702,1,cultivable,0.950
5637,1,cultivable,0.957
12880,1,cultivable,0.950
9082,0,non-cultivable,0.913
2860,0,non-cultivable,0.994
7092,0,non-cultivable,0.648
6522,0,non-cultivable,0.994
6058,0,non-cultivable,1.000
11596,1,cultivable,0.878
6067,0,non-cultivable,0.792
1180,0,non-cultivable,0.896
7334,1,cultivable,0.746
6864,0,non-cultivable,1.000
2895,1,cultivable,0.950
9507,0,non-cultivable,0.995
6687,0,non-cultivable,0.912
1548,1,cultivable,0.770
10539,0,non-cultivable,0.735
11175,1,cultivable,0.994
2647,1,cultivable,0.810
517,0,non-cultivable,0.840
12873,1,cultivable,0.786
5275,1,cultivable,0.980
3318,1,cultivable,0.999
9185,0,non-cultivable,0.967
2959,0,non-cultivable,0.588
6039,1,cultivable,0.619
9131,1,cultivable,0.997
5489,1,cultivable,0.950
319,0,non-cultivable,0.953
7331,1,cultivable,0.972
5440,0,non-cultivable,0.855
6663,0,non-cultivable,0.812
1592,0,non-cultivable,0.830
1126,1,cultivable,0.760
2885,1,cultivable,0.548
7972,1,cultivable,0.696
6782,1,cultivable,0.717
4135,1,cultivable,0.950
6649,0,non-cultivable,0.791
8102,0,non-cultivable,0.960
10501,1,cultivable,0.509
2326,0,non-cultivable,0.997
8453,1,cultivable,0.511
1902,1,cultivable,0.885
12423,1,cultivable,0.958
10180,1,cultivable,0.951
2658,1,cultivable,0.992
12710,1,cultivable,0.980
8802,1,cultivable,0.967
5801,1,cultivable,0.956
5236,0,non-cultivable,0.588
3143,0,non-cultivable,0.819
4688,1,cultivable,0.950
5618,0,non-cultivable,0.980
10842,1,cultivable,0.581
12848,1,cultivable,0.906
6338,1,cultivable,0.993
3704,0,non-cultivable,0.978
3140,1,cultivable,0.725
12051,1,cultivable,0.951
3694,0,non-cultivable,0.686
7787,0,non-cultivable,0.912
1169,1,cultivable,0.731
12929,1,cultivable,0.949
1716,1,cultivable,0.891
8806,0,non-cultivable,1.000
2727,0,non-cultivable,0.949
8656,1,cultivable,0.648
9400,1,cultivable,0.996
7497,1,cultivable,0.998
12507,1,cultivable,0.978
